聲量：AI,聲量：CHATGPT,聲量：輝達,聲量：台積電,成交股數,成交筆數,大戶與散戶比例,指數：TW_Close,指數：TW_Volume,指數：NASDAQ_Close,指數：NASDAQ_Volume,指數：DOW_Close,指數：DOW_Volume,指數：SP_Close,指數：SP_Volume,三大法人：外陸資買賣超股數(不含外資自營商),三大法人：投信買賣超股數,三大法人：自營商買賣超股數,淨值(元)
-0.7356220250681582,-0.7356220250681547,0.0,-0.7356220250681564,0.09121977560698503,-0.6509243405442218,0.20504746357006443,0.02009865829716069,-0.8610703404724638,0.8780701187887339,-0.5545157411079863,0.5970113229563109,0.7697892481854466,0.8264474062968646,0.002206888462398341,-0.20276143785928807,0.0,0.060944917099420945,0.20077554430053468
-0.2015889526508656,0.48787567208080085,0.09780801063195203,0.2391394877224467,0.4605034815471985,0.7581425071335249,-0.16885684912035637,-0.9825140926994324,0.3247512538606795,0.5127748967050811,-0.5058563511983075,0.9122598159154524,-0.7667807317493948,0.9060208012323294,-0.04040763337778655,-0.5884307912804768,0.0,0.44330394713406795,0.4743788481537552
-0.6295160522057616,0.8448905075583536,-0.868353772343238,-0.8777326379691692,-0.5810319764035148,-0.4633026006866562,-0.22197347962411554,-0.7137826550494601,-0.7107789324999039,-0.33584859761811015,-0.11498720785645535,-0.6389254541059725,0.912008984282326,-0.5149710938129128,0.049711468721391094,-0.439192293313591,0.0,-0.12231340953750487,-0.5821556928713327
0.5186455558029012,0.32372078501814233,0.0,0.3237207850181374,0.014256295005235868,0.019824722866229792,0.09076855060111863,-0.9776552546573083,0.12902590255608704,-0.24009996092594962,0.03682180153286873,-0.11268406213395335,-0.1082649681057675,-0.14425366111846377,0.9205124220736826,0.12536571362352733,0.0,-0.23982651488731108,-0.1819429492486649
-0.8341606881154983,-0.07817070695756302,0.8341606881154994,-0.7657587436448824,0.8875995491818757,-0.6233846752882808,0.6984331523543897,-0.47560952484183155,0.26443192554096784,-0.4605761565362292,0.9571956237363562,-0.30290534096698035,0.9266384351228699,-0.352582962932712,0.9840268017697645,0.23997373428167496,0.0,-0.7708940113078908,-0.3466260337150445
0.6287339229547207,-0.5762615141799141,0.7387982058235644,-0.7387982058235631,-0.2493769271209368,0.14935322492870423,-0.24963998021157136,0.5696860560815805,0.0766525701222397,0.9569287669945723,0.3780365180112718,0.9286141073397098,0.43519114690505023,0.9527400209130162,0.7757939006845708,0.2551810371059496,0.0,0.29680548411329827,0.956722568039011
0.10100476244649488,0.18940548952415484,0.5264656402123391,-0.19609782149845725,-0.17806237052651053,-0.29697391381315413,-0.3256219951722406,-0.41957590355985513,-0.6338610756876403,0.5406259718490073,0.26339777211352483,0.39783680843536917,-0.03234285585853468,0.3656733458111033,-0.08035581882105419,-0.28356036466053774,0.0,-0.07962092046945979,0.5441515736641868
-0.5744957954891985,0.7657342657342665,0.7471755679146235,0.6730536420200735,0.4858248376811014,-0.7466357576798326,0.8781389097851772,0.7019681272035152,-0.23290076678647964,0.33967508161585264,-0.4961121123434429,-0.11661674415741348,-0.4777214857784534,0.809722571555992,-0.5012690968598786,0.426721253002588,0.0,-0.37702755033800156,-0.052178016455596235
-0.549325831921488,-0.47513427678326264,-0.5300733514126558,-0.025680452909001332,0.4409197000290635,0.38264510784485534,-0.06297508920869226,-0.19277908898898038,-0.7726579531107736,0.91883745354003,-0.7156328042476657,-0.3865097168589519,-0.48761660983322436,0.13806979580201392,-0.28012174229747966,-0.11679439054872245,0.0,-0.021553392289121575,-0.03131163900805434
-0.7304101418195955,0.5442635351340673,-0.1833435193673626,0.8008520448304699,0.4854303298020483,-0.1391445789294627,0.023650380993070794,0.5155438479209762,-0.686165599424096,0.6283277739437876,0.13746824474926095,0.4991864514270498,0.49756937404682106,0.6162107172370155,-0.7415127954251091,-0.7339684437083717,0.0,0.6719329789902766,0.5526305328351374
-0.47154628674782434,-0.5568586204396152,0.5568586204396155,0.4969943657597361,0.2633046572790001,-0.49608625895318414,0.6002061480330959,-0.6745178182002493,-0.36038410197292786,-0.24200842968746036,0.12439187594192708,-0.0735397461349785,-0.06177829207106344,-0.12796252247875403,0.04717707078910283,0.08731062593828799,0.0,0.10271007121451708,-0.11265810313014356
0.15924070467292153,-0.3085780016677467,-0.3085780016677474,-0.6959469383710438,-0.04648909833140505,-0.193484295605724,0.13270619701992267,0.11254819850216238,-0.5253413352655742,0.7798176212095693,-0.6746407627300728,0.7294635187577879,-0.6627082000134977,0.7869410681679745,-0.746641286046778,0.23407935280910716,0.0,0.5499394910874842,0.7534981933084843
