聲量：ESG,聲量：永續,聲量：環保,成交股數,成交筆數,大戶與散戶比例,指數：TW_Close,指數：TW_Volume,指數：NASDAQ_Close,指數：NASDAQ_Volume,指數：DOW_Close,指數：DOW_Volume,指數：SP_Close,指數：SP_Volume,三大法人：外陸資買賣超股數(不含外資自營商),三大法人：投信買賣超股數,三大法人：自營商買賣超股數,淨值(元)
-0.755983630996241,-0.7559836309962437,-0.7559836309962422,0.35271458526097327,0.18751725897005153,0.23811078602071947,-0.4594785545717622,-0.6654510082165309,0.616675329998482,-0.8430397487707348,0.21300736773031226,0.4040203761765933,0.5134083849627704,-0.46550233693085924,-0.7148085578181748,0.0,-0.40846207629138775,-0.3737197853556514
-0.7149025421421316,-0.7195049390695377,-0.6981444718029153,0.8783497884727878,0.9168704217404074,0.277867760425744,0.01573753123177067,0.7020519245569632,0.6336515233093392,-0.27650236244295207,-0.2625699671351266,-0.6022945466681652,0.23629191132151955,-0.4957554057407604,-0.1674997502451685,0.0,-0.43682132005991564,0.12776414483693352
-0.5805894348655024,0.1846363217054984,0.05351026851858753,0.005803610548915942,0.2992403636234182,-0.2761204479467671,-0.5452939647720428,-0.18584442465693238,0.5064739648925553,0.04786298469527329,0.10485136154427782,0.1647017765091225,0.3103910363782456,-0.7095864523912703,-0.7127188492187937,0.0,-0.31363880627523916,-0.5944007690889833
-0.46864697856089826,-0.452105558131388,0.42966345734896516,0.7229728308755361,0.7371228040164604,-0.15775031733715075,-0.9684152300496139,-0.043997345662705065,-0.43082262711258584,0.045075543924055134,-0.2893098792891108,0.014456411563436366,-0.349103177178883,0.8891652408052646,0.2886039876989675,0.0,-0.7151140233217571,-0.9635551001026558
-0.547547625320055,0.8868369025623399,-0.8868369025623398,-0.5022637318223677,-0.8051015215514122,0.46938403878270474,-0.9214387373864358,-0.4610173068900676,-0.8216133660355235,0.21070441951488192,-0.8923008637102412,0.73445732218367,-0.8796750328915377,0.4109896630060189,-0.46176775602196296,0.0,0.6324608867918348,-0.9224203892488744
0.601830112111276,0.5983778568967707,-0.5811721004794785,0.6866712187688653,0.6003043298422736,0.12806521012316455,0.3248404003576686,-0.2175905508523529,0.9029073583744025,-0.0030249739769680024,0.8589838234310482,0.14652154431572673,0.8886978741787361,0.4236126979948262,-0.9033924659114958,0.0,-0.3574436760802868,0.3297413863085345
0.36908170363531884,0.7090215193062381,0.6616253562511819,-0.6106078270239291,-0.5865245508195338,-0.4128108431845689,-0.42750057263796165,-0.754238898288167,0.5872791171110618,0.18756189186430258,0.4091858687393252,0.3287949897463626,0.39748044695939183,-0.12328002685418325,-0.4304411066649311,0.0,-0.33683623179616307,-0.6687953909386399
-0.43514945538835204,-0.46936249321450096,-0.47237343574084334,0.8662903143769972,0.9028323427396894,-0.20803695334205025,-0.7382390807494099,0.2567276802308749,-0.30211132351808034,0.7301345448794461,-0.2516558537264486,0.7785700178878715,-0.9621391167069704,0.7523195412491953,-0.2507471464586835,0.0,-0.509283260701366,-0.7832976548393674
-0.2628375926105937,-0.20515095898068222,0.07250692209947354,0.1454647167209223,-0.08808985654092828,0.39472659404118826,-0.6995470400376874,-0.23348410564113845,0.3676766416165426,-0.3973848620209854,-0.47167430214638234,-0.10504721866019348,-0.3552009313213349,-0.14242688802248973,-0.5350632648344396,0.0,-0.046347062303943753,-0.47901167736492983
0.3880074818232863,0.3880074818232767,0.40725251487402797,0.3140438431098856,0.6462565060342964,-0.5423851308315503,-0.2847472512113636,0.11287390455155191,0.5919270765606279,0.5095950682742684,0.2831140023351819,0.17238858252698133,0.4983724937811782,-0.7186318182577272,0.2738524971458692,0.0,-0.7533086917813805,-0.26141548616955623
0.7264936953728672,0.6028487366754341,0.6448187251591193,0.2009610678049068,-0.6973603372894129,0.6991214366052851,-0.8932901480723251,-0.5354593452285716,-0.3808312873392863,-0.004515920745927233,-0.3535510922846801,-0.14220688305701032,-0.3150545936517578,-0.05776133544879079,0.1766252274303874,0.0,0.2939273392792281,-0.9117000504260518
-0.3975689365185288,-0.9042523919437411,-0.8848896513733647,-0.3378886315658365,0.1878795012882175,-0.5415420193933552,0.314974273829331,-0.8778992696379216,0.9947768352375765,-0.15522807951202,0.9852168777591929,-0.9779804367478658,0.9946703861151248,-0.9828636000204225,-0.8157610608950313,0.0,0.547936971978325,0.3944215221999647
